Age,Gender,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Interest_Arts,Interest_Others,Interest_Sports,Interest_Technology,Interest_Unknown
26.0,0,0,3.37327,6.136334475301503,5.8414,0.6775350286952309,True,False,False,False,False
38.0,1,0,7.08822,5.054136872102073,1.86382,6.803706667280553,False,False,False,True,False
23.0,0,1,2.58034,6.15807583421338,0.45392,5.9670418665039975,False,False,False,False,True
34.0,0,0,5.98102,7.742824912398733,7.38591,3.6399501175798297,False,False,False,True,False
32.0,0,0,6.48124,7.495075368332411,2.55377,6.844323752277303,False,True,False,False,False
32.0,1,1,0.31208,6.530335604064444,4.22461,4.692518139216906,False,False,False,False,True
32.0,0,0,4.52024,6.656977743867317,1.2537,6.247988037768862,False,False,True,False,False
39.0,1,0,4.10528,7.218060712024717,9.14994,1.2647668411695916,False,False,False,True,False
27.0,0,0,0.7698,6.823005820235091,9.71875,4.465417035660444,False,False,True,False,False
33.0,1,0,5.01634,7.310471252086754,0.19227,2.572395893816521,True,False,False,False,False
23.0,1,0,8.7617,6.158342371618005,5.97049,5.057691630848603,False,False,False,True,False
36.0,0,1,5.4019,6.131988470915721,9.42936,6.504881772369861,True,False,False,False,False
24.0,0,1,7.90531,5.703923500842603,9.23169,4.580243892867063,False,False,False,True,False
27.0,1,1,4.58065,7.424554922389881,8.65488,6.222387819318271,False,True,False,False,False
21.0,0,0,3.92332,4.490034646364794,6.60233,7.07358021989371,False,False,False,False,True
25.0,1,0,7.22944,5.892665208327739,0.87045,1.8137254858891545,False,True,False,False,False
32.0,1,0,3.80306,6.488370623250156,3.32347,5.141558222394828,False,False,True,False,False
33.0,0,1,2.11067,6.164709071161976,9.03416,5.7238035202195565,False,False,False,True,False
25.0,1,1,5.49051,6.472753141658779,9.2877,2.9116065232663604,True,False,False,False,False
32.0,1,0,5.12988,7.142433629256143,3.2653,5.72312525174432,False,False,True,False,False
35.0,1,0,0.23727,6.824060333318104,8.84301,6.118012231375849,False,False,False,False,True
25.0,1,0,3.07776,3.9101765739679104,0.3548,3.197112924470979,True,False,False,False,False
23.0,1,0,2.57147,3.629100557448599,2.62107,5.568322032961641,False,False,True,False,False
28.0,1,0,8.12984,6.25302997875141,0.77735,5.604463383297551,False,False,True,False,False
26.0,0,0,5.95787,4.848954005308376,7.74199,6.5361331131499085,True,False,False,False,False
25.0,0,0,5.66389,8.474521554832208,1.47432,5.271344802093559,False,False,True,False,False
20.0,1,0,0.43049,6.263085801266009,9.78974,6.117437133529259,False,True,False,False,False
26.0,1,0,3.32906,7.810650545958322,7.11421,6.534102936548399,False,False,False,False,True
23.0,0,0,0.91646,5.593086691580418,8.2206,6.63114908778662,False,False,False,False,True
38.0,0,0,2.66969,6.324956493459944,3.43844,2.653221031470851,False,False,False,False,True
22.0,0,0,1.45795,6.635928661752247,2.08808,4.062933968508451,False,False,False,False,True
43.0,1,1,1.3812,2.983725129596907,4.25698,4.834872185318468,False,False,False,False,True
21.0,1,1,2.18472,5.381814069032192,8.40086,4.073580350488527,False,False,False,True,False
23.0,0,0,8.28142,6.313990622653774,2.8173,6.107904286762172,False,False,False,False,True
20.0,1,0,9.74992,6.575440453146364,8.83297,3.757219395766052,False,False,True,False,False
29.0,1,0,5.16451,6.821438570426292,2.97256,6.077966209262752,False,False,False,True,False
26.0,0,0,6.70409,7.6812033404560465,0.60954,6.594238299560459,False,False,False,False,True
25.0,0,1,1.67628,4.348599939098197,1.81918,4.939490034224484,True,False,False,False,False
29.0,1,0,1.4213,6.115700849329624,5.43451,6.805755430037447,False,True,False,False,False
22.0,1,0,0.41206,5.138056707183431,1.54482,6.122128719843695,False,False,False,False,True
26.0,1,0,8.46691,8.18907622465904,7.00369,4.7595821281785495,False,False,False,False,True
26.0,0,1,0.8848,6.51984708404798,2.36275,5.153787994343954,True,False,False,False,False
23.0,1,0,5.96754,7.78331208160514,0.91322,5.2701313588100245,False,False,True,False,False
36.0,0,0,8.8187,7.706751726594984,6.75483,8.125981542370091,True,False,False,False,False
24.0,0,0,1.68082,6.587568207016325,9.48067,5.425773320518066,False,False,True,False,False
21.0,1,0,5.4889,6.2118366855346085,8.00719,6.8868118943076215,False,False,False,False,True
28.0,1,0,4.03001,4.428124140451898,9.10494,6.069142929940266,False,False,False,True,False
30.0,1,0,2.70015,7.373354768230124,6.50092,4.072932585441942,False,True,False,False,False
35.0,0,0,4.00578,8.06339450836923,0.76503,5.766892373323927,False,False,True,False,False
22.0,1,1,1.75982,6.144855234736903,7.28919,2.5047892606754454,False,False,False,False,True
24.0,1,0,7.70993,6.272496747837825,6.53672,6.078677123817489,False,True,False,False,False
26.0,1,0,1.28745,4.942750319952179,8.38723,6.040263506833945,False,True,False,False,False
25.0,1,0,1.57369,7.015592957838347,8.13924,2.741483141191879,False,False,False,False,True
23.0,1,0,3.25393,6.245793515314406,8.38693,1.971432657956684,False,False,False,True,False
23.0,0,0,1.3256,5.136564071429901,2.3669,5.55496980784801,True,False,False,False,False
29.0,1,0,1.15431,6.1305552519832425,5.06071,3.5973150219161782,False,True,False,False,False
20.0,1,0,0.39209,4.979912010050036,4.25178,3.2589647156418,False,False,False,True,False
28.0,1,0,1.02453,5.64642111132694,0.26204,5.985224309214001,False,True,False,False,False
25.0,1,0,1.28657,6.232558428017488,3.89754,5.378978421335892,False,False,True,False,False
30.0,0,0,8.23066,6.929514113303135,6.85201,3.982536057217647,True,False,False,False,False
30.0,1,0,5.52208,7.28342589375019,5.48014,6.526984504808534,False,False,True,False,False
22.0,0,0,4.26723,5.457684560899743,4.38811,6.704836566359966,True,False,False,False,False
21.0,0,0,3.42842,4.8067509528421,9.08775,3.98883966488267,False,False,False,False,True
29.0,1,1,6.7729,5.941006961309607,2.03024,5.580295826280364,False,True,False,False,False
21.0,1,0,0.8011,2.817338949850135,3.33762,3.505522695789164,False,False,False,True,False
29.0,1,0,8.62978,6.959130548287551,3.66336,3.5015427176988005,False,False,False,True,False
31.0,0,0,6.55755,6.58420892808417,2.82513,5.40958162447934,False,False,True,False,False
28.0,0,1,6.25137,6.567524556147737,5.28446,2.9365005880478803,False,False,True,False,False
27.0,1,1,3.56569,3.125253222331631,1.91095,6.938428700714136,False,False,False,False,True
29.0,0,0,1.61408,2.8073126095553884,8.90963,5.545349777225417,False,False,False,True,False
39.0,0,0,0.29618,4.767180322935853,7.73329,6.056240379653631,False,False,False,True,False
29.0,1,1,5.43425,7.90393182921565,8.25267,4.723426243757171,False,True,False,False,False
31.0,0,0,4.29477,6.10922441059672,5.47169,6.951297630003334,False,True,False,False,False
22.0,1,0,1.80792,6.836531010345459,3.43524,6.71560012115159,False,True,False,False,False
28.0,0,1,1.24951,6.407280838453857,7.37274,5.491761162634445,False,False,False,False,True
21.0,0,0,0.28015,2.902485655287661,0.07351,7.334431866756261,False,True,False,False,False
24.0,1,0,3.80106,4.356384371858686,3.76324,3.0871525293690145,True,False,False,False,False
34.0,1,0,5.62798,7.241279174662921,6.04854,3.0051100308240524,False,False,True,False,False
28.0,1,0,2.20823,3.5087470209426472,5.11362,7.147297563781279,True,False,False,False,False
32.0,0,0,0.83292,6.88169528921587,6.01899,6.033123823838351,False,False,False,True,False
26.0,0,0,0.85507,6.460415186983474,8.94293,6.314584642595441,True,False,False,False,False
21.0,1,0,6.08558,4.147168190452836,7.24029,6.008135427308722,False,False,False,False,True
25.0,1,1,1.08961,4.2393910433572985,7.22051,2.888288985475548,False,False,True,False,False
24.0,1,0,4.1365,6.228964954401073,2.4353,4.7979912975863925,False,True,False,False,False
20.0,0,0,2.62917,6.682130075267305,5.7185,2.798665064687963,False,False,False,False,True
27.0,0,0,5.89973,6.416051673757397,6.90953,5.552174493487149,False,False,True,False,False
30.0,1,0,9.05728,4.046428226802611,2.0658,6.98125954486339,True,False,False,False,False
23.0,0,0,1.42591,3.9676667231085703,2.90804,6.573076543722716,False,False,True,False,False
26.0,1,0,8.7791,5.745540163943084,3.20621,5.037514690876105,False,False,True,False,False
22.0,1,0,9.63898,6.034338565718715,8.44881,3.6947503401480057,False,True,False,False,False
23.0,0,0,6.25285,2.983306960017906,3.6895,4.719655442331487,True,False,False,False,False
28.0,1,0,8.44536,6.932676625325658,0.21433,6.93786443444804,False,False,False,False,True
27.0,1,0,2.92059,6.997229941353178,3.93235,4.798643832484398,False,False,False,False,True
30.0,1,1,1.63715,6.71371874045085,1.09276,3.7234293793660815,False,False,False,False,True
25.0,1,0,3.51966,6.659784544880239,3.48363,3.819993029437034,False,False,True,False,False
21.0,1,1,8.63921,5.4704942386688975,8.71744,3.341698211865232,False,False,False,False,True
37.0,1,0,5.15021,7.468209586382462,2.63383,5.074777826791395,False,False,True,False,False
30.0,1,0,5.242,5.578067865024005,9.4921,7.138658564711709,False,True,False,False,False
23.0,1,0,4.98079,3.695380962869132,4.83137,5.213430457515968,False,False,False,True,False
24.0,0,1,8.32538,7.339049498516445,4.59872,1.7268964499893702,True,False,False,False,False
33.0,1,1,9.73817,6.302408216120553,8.17468,3.1609579811629107,False,True,False,False,False
20.0,1,0,4.33747,5.9942175038775725,1.46838,6.1623170713899285,False,False,False,False,True
28.0,0,0,9.92438,6.978168992171257,9.45122,6.893190118385015,False,True,False,False,False
25.0,1,1,1.54363,7.078298094976436,5.82694,5.923724791262382,False,False,True,False,False
33.0,0,0,0.73207,4.829312296641684,7.17541,6.047853032786718,False,True,False,False,False
25.0,0,0,2.16947,6.920180447764943,9.47758,6.175224209158631,False,False,False,False,True
24.0,1,0,5.30098,3.888534540098762,3.92985,7.059186199371696,False,False,False,True,False
20.0,1,0,1.93657,5.84550637257468,0.20986,5.141307348290811,False,False,True,False,False
27.0,1,0,9.79815,6.785993183546813,0.74859,4.503880026304071,False,False,True,False,False
22.0,1,0,8.51606,4.160071774843088,8.13357,6.327765830536015,False,False,True,False,False
27.0,1,0,9.67399,4.701065075975244,6.2405,6.197938633968011,True,False,False,False,False
26.0,0,1,4.40105,6.832306347888647,7.19157,4.277975248592682,True,False,False,False,False
27.0,1,0,9.74045,7.073460856370661,8.08648,6.479046326228823,False,True,False,False,False
24.0,0,0,2.91119,7.005779123865148,5.41396,7.503127167963743,False,False,False,False,True
21.0,0,0,7.74792,2.2470485740990807,9.00219,6.989344284869832,True,False,False,False,False
28.0,0,0,1.87556,6.596163280774159,7.18837,0.7864418552340453,False,True,False,False,False
35.0,1,1,2.10786,7.082041568159501,1.95488,5.588961254038869,False,True,False,False,False
34.0,1,0,3.05997,6.139580848551948,7.00676,6.168660317465123,False,True,False,False,False
26.0,0,1,3.57201,3.494661402057005,2.91553,4.399846020601845,False,True,False,False,False
26.0,0,0,7.36946,4.688944875986261,6.58041,3.8856542494263113,False,False,False,False,True
22.0,0,0,3.0352,4.328321841102484,9.62481,5.558158383024524,False,False,True,False,False
27.0,0,1,7.04794,6.149441532383561,4.10404,1.7240360901486804,True,False,False,False,False
32.0,1,0,0.71075,6.434654391208848,9.81663,6.449172907926498,False,False,False,False,True
34.0,1,0,5.1553,6.354052735236425,5.57665,5.005604190766824,False,False,False,True,False
26.0,1,0,4.2962,4.266285099100804,6.82808,3.5046572881503515,False,False,False,True,False
30.0,1,0,3.29745,6.213200093708521,2.204,6.47581763507528,False,False,False,False,True
31.0,1,0,1.835,4.746226334068913,8.18189,4.609386084231872,False,False,False,False,True
27.0,1,1,7.2047,6.4396714087054905,6.78074,3.8828330457379576,False,False,False,True,False
23.0,1,0,2.6785,5.9752146013538106,2.48275,6.116145904032874,False,False,False,False,True
19.0,0,1,5.78953,4.298170607747268,9.24267,3.983161591209792,False,True,False,False,False
22.0,0,0,5.74979,5.931360864271236,2.70263,0.2227872669373027,False,False,False,False,True
27.0,0,0,3.5368,6.461132747695172,6.2238,6.243731142727961,True,False,False,False,False
27.0,0,0,2.11864,5.966956494803634,3.64665,7.1169232759533765,True,False,False,False,False
32.0,1,1,5.72596,4.5850492780003815,5.84072,5.026322096860896,False,False,False,False,True
31.0,0,0,8.27174,7.311650697638464,7.52282,6.394049008183325,True,False,False,False,False
29.0,1,0,4.548,4.538724595354576,3.50406,4.689583545817532,False,False,False,False,True
18.0,1,0,8.13025,5.93569426308088,8.09661,4.3516818090605,False,True,False,False,False
33.0,1,0,2.97888,6.974275211288888,4.84454,6.362597561803537,False,False,False,True,False
23.0,0,0,4.11311,6.135342049747091,4.48945,5.821667268112285,False,False,False,False,True
30.0,1,1,1.92375,6.142524850917666,7.47234,4.338125901534642,True,False,False,False,False
20.0,0,0,2.56933,3.308868517425612,7.0999,6.33011460525908,False,True,False,False,False
38.0,0,1,6.50614,5.279067000398133,4.31395,5.864961928536935,False,False,False,True,False
26.0,1,0,6.30554,6.276307713499535,8.31692,6.952236635144355,True,False,False,False,False
24.0,0,0,7.0856,8.079766892480212,0.83715,8.273344690973923,False,False,False,False,True
28.0,1,0,8.57398,6.19984165132384,4.82591,1.6999425753889756,False,True,False,False,False
25.0,0,0,1.27819,6.311874271432676,3.34002,5.382352589041693,False,False,True,False,False
24.0,0,0,7.14771,5.979021791576836,1.70655,6.208638694963902,False,False,False,True,False
31.0,0,0,5.9048,6.536084406161327,0.54634,4.146105113085592,False,True,False,False,False
27.0,1,0,0.74677,6.590850170227635,7.75411,6.052154493606995,True,False,False,False,False
24.0,0,0,7.51592,3.3359467485981456,2.16947,6.612582528594947,False,True,False,False,False
26.0,1,0,5.15477,6.139819174394563,0.88069,5.967013713756893,False,False,False,True,False
23.0,1,0,2.70235,2.3964651451891856,0.18638,4.425568298383945,True,False,False,False,False
31.0,1,0,4.07816,4.714904514966692,5.62367,4.830968754288232,False,False,True,False,False
40.0,0,1,0.08487,5.096801074590366,4.94577,4.5265949057336,True,False,False,False,False
22.0,0,0,4.32897,4.540947758706365,6.95105,6.865396432129361,False,False,False,False,True
29.0,0,0,9.7485,3.8197478874593775,9.82887,4.405333335039673,False,False,False,True,False
21.0,1,0,9.45836,4.927769380498239,3.79798,6.568538231973385,True,False,False,False,False
27.0,0,0,6.63653,6.670139479045169,9.13598,4.463098695314744,False,False,True,False,False
24.0,0,1,1.4438,5.72252726107251,2.80891,6.90266637102692,False,True,False,False,False
30.0,1,1,3.6955,6.289714677403244,9.83226,5.773097946688327,False,True,False,False,False
25.0,1,1,1.56818,5.379313434241578,3.14955,3.634980609277898,False,True,False,False,False
27.0,0,0,6.99046,7.820248167258927,9.53947,6.061894219159549,False,False,True,False,False
35.0,1,1,0.53423,6.298788251069227,2.51408,5.463600408803455,True,False,False,False,False
21.0,0,0,0.82507,3.9291493283555936,8.73187,6.036434118762315,False,True,False,False,False
31.0,0,0,0.98232,6.50995101893792,0.77355,6.525427348917572,False,True,False,False,False
25.0,1,0,6.59743,4.1250051924272775,7.49063,5.142443698485724,True,False,False,False,False
23.0,0,0,6.20196,6.879631832550274,4.76887,5.064098626684377,True,False,False,False,False
29.0,1,0,9.89676,7.248632288816834,3.15923,6.178437696778267,True,False,False,False,False
28.0,0,0,7.53946,6.524593818165433,9.49832,6.523539789740207,False,False,True,False,False
27.0,0,1,9.07918,4.4756785099489225,8.00133,2.579276684615988,True,False,False,False,False
27.0,1,0,1.16277,5.024865555872937,1.281,5.516609654967633,False,False,False,False,True
24.0,0,0,2.82839,6.319586038217621,8.17753,6.823980821031216,False,True,False,False,False
22.0,0,0,9.87738,6.536951040730607,2.07598,7.091607056402157,True,False,False,False,False
29.0,0,1,8.92495,6.784824292398089,8.25347,4.0418737380615655,False,False,False,True,False
22.0,0,1,8.99222,6.343606848369329,8.96965,1.1471845142835928,True,False,False,False,False
26.0,1,1,2.33488,6.362093484562719,8.31445,6.521537910611038,False,True,False,False,False
24.0,0,1,0.9885,5.68112097063028,9.1973,3.2185694144457435,False,True,False,False,False
30.0,1,0,1.54368,6.3807166907587725,9.4087,6.147729393425907,False,True,False,False,False
20.0,1,0,7.8295,3.761664209350776,1.62079,6.137642813236578,False,False,False,False,True
23.0,1,0,1.95708,5.956753333986376,6.90015,6.211936127228348,False,False,False,False,True
35.0,1,0,0.29721,5.561847691897761,6.53399,5.38962807091539,False,False,True,False,False
21.0,1,0,9.21037,6.453612422490063,6.71797,2.722386214651968,False,True,False,False,False
26.0,1,0,0.53543,6.078143225672127,9.50014,6.370806658427386,False,False,False,False,True
25.0,0,0,1.0854,7.304231422024123,2.35145,3.329989216467128,False,False,False,True,False
33.0,0,0,5.37147,6.557089278453453,7.80406,6.264843479258597,False,False,False,False,True
29.0,0,1,3.98476,6.498444780192196,8.98419,3.674126029849598,True,False,False,False,False
25.0,1,0,4.34286,6.172023486546018,1.11535,6.49249016848012,False,False,False,True,False
30.0,1,1,6.92788,6.568581396513222,7.18636,5.516593204939472,False,False,True,False,False
24.0,0,1,2.21848,5.201657522806762,2.38182,1.8475962060083049,False,False,True,False,False
23.0,1,0,1.86011,4.678802801688165,6.45063,6.031550402460186,False,False,False,False,True
36.0,1,0,8.53188,6.199102009116658,2.41187,6.146671071230374,False,False,False,False,True
27.0,1,1,3.13882,6.549990145279092,8.67025,6.322367801435697,False,True,False,False,False
25.0,0,0,3.26494,4.974250447319252,3.81945,5.868027664069938,False,False,True,False,False
24.0,1,0,6.75095,3.524706913623153,8.02088,6.885194802480712,True,False,False,False,False
33.0,1,0,7.4288,6.60155415993952,1.11859,5.018727969098657,False,False,True,False,False
33.0,0,1,8.35982,5.130818572849926,8.62822,3.6494519830104464,False,False,True,False,False
23.0,1,0,2.56295,7.934471276992654,8.09313,6.111379817317729,False,False,False,True,False
48.0,1,0,2.43208,3.8556633742587,6.91069,4.389440019168793,False,False,True,False,False
24.0,1,1,5.80962,4.183669068331929,4.0689,3.547143958430514,False,False,True,False,False
28.0,0,0,8.58491,8.025356435202859,3.33089,5.250065528250466,False,False,True,False,False
30.0,1,1,0.16038,4.150338504721179,4.59237,5.623295435120592,False,True,False,False,False
34.0,1,0,7.73957,7.7770116957232975,1.64656,6.493972384290635,False,False,False,False,True
22.0,1,0,0.01462,4.416346040003347,8.1983,6.083781837577293,False,False,True,False,False
24.0,0,0,0.51495,5.985681053603157,9.18018,7.09874401257942,False,False,False,True,False
30.0,0,0,2.63106,7.152730096778116,0.49136,6.749292357001463,False,False,False,False,True
19.0,1,0,1.5884,6.735969291177178,8.12684,6.087490649086985,False,True,False,False,False
30.0,0,0,9.44869,6.771813080804178,4.87141,3.839757959938975,False,False,False,False,True
27.0,1,0,4.76974,6.700067884618845,4.33445,3.4712315454533806,False,False,True,False,False
25.0,1,1,4.41195,4.585709715104626,9.87188,3.954770913948321,False,False,False,False,True
21.0,1,0,3.56985,7.69566182732407,5.65903,5.722458949272177,False,False,False,True,False
24.0,1,0,5.99399,4.736606158946151,7.34521,6.248952239820031,False,False,False,False,True
23.0,0,0,8.01046,8.03885008648002,0.07697,6.21996299226281,True,False,False,False,False
25.0,1,0,3.70843,6.277040903641109,8.02046,6.22041103888828,True,False,False,False,False
26.0,1,0,7.37868,4.977879347098549,4.17685,4.291710013966349,False,False,True,False,False
30.0,1,0,7.42291,5.303852066780423,4.24421,7.178357814569412,False,False,False,False,True
25.0,0,0,1.39688,1.934262749223775,5.74776,6.088610748585587,False,False,False,True,False
28.0,1,1,1.25217,5.323531061103514,4.91333,3.6875860266148193,False,False,False,True,False
27.0,0,1,8.75943,7.750650161094941,6.63495,5.405833181511573,False,False,False,False,True
26.0,0,1,3.52772,2.909418014559159,9.14503,4.4542226196896575,True,False,False,False,False
27.0,1,0,3.01574,6.118498452568735,9.66777,6.071435209189868,False,True,False,False,False
37.0,1,0,1.11139,5.278943354404725,3.27584,6.565744003787426,False,True,False,False,False
23.0,1,1,6.67892,5.401149611669583,2.10313,6.211996131698443,False,False,False,False,True
22.0,1,0,1.91588,4.424006161760051,1.63876,2.9858721536055928,False,False,False,False,True
30.0,0,1,7.16545,7.852816672275416,7.29486,3.848706258614718,False,True,False,False,False
26.0,0,1,6.35568,4.189564819531358,3.8052,1.9678508978121425,False,False,False,True,False
20.0,1,0,2.18058,4.244918073273727,6.00048,6.93563142345033,False,False,True,False,False
28.0,0,0,3.94126,4.134175124963583,8.6205,6.543864059354403,False,False,False,True,False
30.0,1,0,2.71456,5.645069176344795,9.61034,6.66323484154912,False,True,False,False,False
25.0,0,0,3.38877,5.267831693845312,3.37748,7.409332656812536,False,False,False,False,True
23.0,0,1,8.57295,5.63192392068926,5.24692,4.558557984074651,False,True,False,False,False
38.0,1,0,7.57415,6.183082466750187,2.287,4.097379994692364,False,False,False,False,True
28.0,1,0,7.50566,5.084796965192548,8.6406,6.852978773313907,False,False,True,False,False
31.0,1,0,9.80816,7.470204376229295,8.41639,4.672416618280102,False,False,False,False,True
24.0,1,0,9.24382,4.750179057021835,7.08682,3.7156272819432377,False,False,False,False,True
35.0,1,0,0.46194,6.287081425393142,1.35346,4.029764248517124,False,False,False,False,True
22.0,1,0,6.23654,6.498356527662632,9.95717,6.170832051351176,False,False,True,False,False
41.0,1,0,2.4074,6.802109956412708,4.94122,7.048620828231851,False,False,False,False,True
22.0,1,1,2.4533,6.644454024290973,6.78682,3.46194049721275,False,False,False,True,False
23.0,1,0,6.92964,6.22292051151966,9.97125,6.400864205396923,False,False,False,True,False
30.0,0,0,9.96142,7.314675108991096,1.03557,7.306432413510872,False,False,False,False,True
27.0,0,0,3.8883,3.9716967087914328,4.44588,7.042300431175002,False,False,False,False,True
40.0,1,1,1.16604,4.511024813736794,7.11028,4.196695831733928,True,False,False,False,False
34.0,0,0,8.51398,5.288162073337296,1.6014,5.681658668337482,False,False,False,True,False
22.0,1,0,2.95465,6.311338381130547,2.9511,4.474112064333449,False,False,True,False,False
22.0,1,0,2.41306,6.148072814439545,5.66876,5.911222041665054,False,False,True,False,False
22.0,0,0,6.91834,6.253160878729425,7.60261,6.411458106003529,False,True,False,False,False
28.0,0,0,5.50762,6.129926316943193,6.3493,2.1638168503066195,False,False,True,False,False
41.0,0,1,9.37696,6.2372056474678335,0.93462,4.4880687360757205,False,False,False,False,True
31.0,1,0,1.09339,6.204233267226267,0.45728,6.473298919721506,True,False,False,False,False
22.0,1,0,0.59064,6.6184959320926176,2.56341,6.26331848619778,False,False,False,False,True
24.0,0,0,3.65122,4.559514101901804,8.75824,7.201591657693445,False,False,True,False,False
27.0,1,0,1.55869,6.364378069799995,0.09959,5.629878170228161,False,True,False,False,False
38.0,1,0,2.85572,5.622465229650844,6.54146,6.283009842992649,False,True,False,False,False
32.0,1,0,5.5168,6.241007007752836,6.52953,5.079768197486654,False,False,True,False,False
30.0,1,0,2.053,6.208260461708814,7.91736,5.183757047884933,False,False,False,False,True
30.0,1,0,2.50556,6.581450983573834,4.513,7.896380956722784,False,False,False,False,True
21.0,0,0,3.72674,6.610850631607277,8.23619,4.68006248065668,False,False,True,False,False
27.0,0,0,1.75826,6.806150344989787,7.63356,5.264039909649261,False,False,False,False,True
27.0,1,1,0.21547,6.217062222806778,2.63439,6.008393545167234,False,False,False,False,True
34.0,1,1,7.58579,5.913588176170202,8.93011,4.96230414309635,False,False,False,True,False
27.0,1,1,0.94398,6.469641112657924,0.85467,3.832264287746281,False,False,True,False,False
27.0,1,0,1.39779,5.42211287409234,7.294,6.577762062188906,True,False,False,False,False
23.0,0,0,1.73328,3.517061061051793,9.84436,6.100859880151973,True,False,False,False,False
28.0,1,1,9.2657,8.461018626499424,8.74789,6.645490111484735,False,True,False,False,False
22.0,1,1,1.94921,3.049796766158595,5.81237,4.862683308017578,False,False,False,True,False
33.0,0,0,9.49352,6.41030537158322,8.98046,6.497540482852314,False,False,False,True,False
24.0,0,0,4.63522,5.657358737337015,5.49263,6.172004580888572,False,True,False,False,False
22.0,0,0,3.92903,6.503869421583215,0.66659,5.126205393796063,False,False,True,False,False
39.0,1,0,8.14821,6.705015438779232,9.0033,6.242720066256549,False,False,False,True,False
24.0,0,0,6.08051,6.065360944692577,5.95262,5.87549782524146,True,False,False,False,False
45.0,0,0,1.57777,6.326057675438218,8.17616,6.7431523399534194,False,False,True,False,False
30.0,1,0,8.02602,4.633801461940899,6.11457,6.512477008776673,False,True,False,False,False
22.0,1,0,4.53015,3.463075553821543,4.90318,6.222047323630378,False,False,False,False,True
27.0,1,0,6.21114,6.138457804901886,2.69862,5.027445693136826,False,False,False,False,True
26.0,0,0,9.26144,6.352191755069428,3.25751,4.926940644825359,False,True,False,False,False
28.0,1,0,1.15668,6.842235828278348,7.99317,4.5181178670864375,False,False,False,False,True
30.0,0,1,7.50445,7.081258674493547,4.20798,5.817417079321202,False,False,True,False,False
24.0,1,0,2.65466,4.28509731087509,6.05836,6.035844574871608,False,False,True,False,False
28.0,1,0,3.14446,6.912700101564781,5.57153,6.4401353322571575,False,False,True,False,False
22.0,1,0,4.77779,5.810643383711814,4.16197,6.978861640537796,False,False,False,False,True
25.0,1,0,8.12957,6.387759148645828,7.94867,5.760558274214636,False,False,True,False,False
25.0,1,0,1.16847,6.625798322189298,7.84127,6.712462775443912,False,True,False,False,False
39.0,0,0,6.98222,6.122937463661203,1.05859,6.061861700469724,False,True,False,False,False
22.0,0,0,9.19472,5.743280772733213,0.77191,4.316925641851801,True,False,False,False,False
30.0,1,0,7.37657,7.373397223611027,0.83952,3.685075341315868,True,False,False,False,False
25.0,0,0,8.84237,4.944868662298722,8.46516,4.1153789561586045,True,False,False,False,False
24.0,0,1,8.56286,6.510664675104657,5.85003,3.473712622285138,False,True,False,False,False
22.0,0,0,9.82525,7.064524025367218,8.09956,6.210409279058678,True,False,False,False,False
23.0,1,0,6.33482,4.813338645909434,8.91651,4.720229047246146,False,False,False,False,True
25.0,1,0,6.9804,4.398982397029563,4.38127,4.982833439977959,False,False,False,False,True
33.0,1,0,3.76443,7.231722601256802,1.15368,6.0195289227517135,False,True,False,False,False
24.0,1,0,3.6597,6.631434167941786,7.08898,6.866130285301487,False,False,False,False,True
33.0,0,1,2.24245,7.168832335292784,8.86303,5.654995038005176,True,False,False,False,False
23.0,1,0,1.88259,5.341198040606172,9.33522,6.146871550737364,False,True,False,False,False
25.0,1,0,8.36548,6.171539853473073,1.3119,6.842469143012455,False,False,False,False,True
40.0,1,0,1.53861,6.206250014899199,1.9531,6.4169676082338105,False,False,True,False,False
26.0,0,1,4.68465,5.104924193076261,9.92584,5.000387143151633,False,False,False,False,True
33.0,1,0,9.94308,6.324822845131355,8.31836,2.715737228042197,False,False,False,True,False
30.0,1,0,5.13762,6.558931964052181,2.41042,5.094346651710602,False,False,False,True,False
28.0,1,0,4.02025,5.277528074081978,0.94424,6.070308640261416,False,False,False,False,True
34.0,0,0,4.3059,6.156286393820366,2.73984,6.001581708013191,False,True,False,False,False
22.0,0,0,1.57516,5.41234946932738,6.96813,6.512565612905554,False,True,False,False,False
25.0,0,0,2.35733,4.736682708246525,9.95491,6.623260155859133,False,False,False,False,True
18.0,1,0,3.34099,6.501229204475943,9.05529,6.0274621668890624,False,False,False,False,True
27.0,0,0,5.1168,6.509566333923698,3.22257,4.239967944906635,False,False,False,False,True
29.0,1,0,5.9947,6.351012600941071,0.17953,4.375519264458934,False,False,False,True,False
27.0,1,0,7.50786,6.822906259237827,5.73901,5.368095160851693,False,False,False,False,True
25.0,1,1,3.21858,5.091843891738944,6.37981,2.5934885959075498,False,False,True,False,False
26.0,1,0,1.34181,6.999125509622044,7.92729,5.10778965730621,False,False,False,True,False
20.0,0,0,0.0677,5.563202242763268,7.89749,2.094982123513564,False,False,False,False,True
23.0,0,0,2.94977,6.601373505063928,3.35272,3.865543615284525,True,False,False,False,False
28.0,1,1,4.14604,4.918541901390827,0.73,4.799402599742783,False,False,False,False,True
26.0,0,0,8.34475,5.094638182553338,7.04027,5.748461131681445,False,False,True,False,False
29.0,1,1,6.08678,6.179192683497124,1.33058,4.542117728116963,False,True,False,False,False
